category,sales_date,daily_revenue,running_category_revenue
Electronics,2024-07-04,6355.83,1254350.75
Electronics,2024-07-10,6950.36,1261301.11
Electronics,2024-07-29,1486.65,1262787.75
Electronics,2024-08-23,411.19,1263198.95
Electronics,2024-08-24,3253.31,1266452.25
Electronics,2024-09-17,1602.76,1268055.02
Electronics,2024-09-19,285.67,1268340.69
Electronics,2024-09-23,6222.68,1274563.37
Electronics,2024-09-28,1716.56,1276279.93
Electronics,2024-10-05,2789.73,1279069.65
Electronics,2024-10-08,1170.7,1280240.35
Electronics,2024-10-12,555.04,1280795.39
Electronics,2024-10-16,6329.02,1287124.41
Electronics,2024-10-21,4847.69,1291972.1
Electronics,2024-10-26,4219.24,1296191.34
Electronics,2024-10-27,12636.04,1308827.37
Electronics,2024-11-03,3425.97,1312253.34
Electronics,2024-11-12,17098.39,1329351.74
Electronics,2024-11-15,2058.07,1331409.81
Electronics,2024-11-21,590.06,1331999.87
Electronics,2024-11-27,1664.07,1333663.94
Electronics,2024-12-02,368.43,1334032.37
Electronics,2024-12-06,5565.85,1339598.22
Electronics,2024-12-13,1370.41,1340968.63
Electronics,2024-12-21,5538.35,1346506.98
Electronics,2024-12-28,5407.78,1351914.76
Electronics,2025-01-08,3841.88,1355756.64
Electronics,2025-01-15,1425.67,1357182.3
Electronics,2025-01-21,8411.54,1365593.85
Electronics,2025-02-05,6695.76,1372289.61
Electronics,2025-02-06,1688.12,1373977.73
Electronics,2025-02-12,389.42,1374367.14
Electronics,2025-02-16,15089.71,1389456.85
Electronics,2025-02-20,1260.04,1390716.89
Electronics,2025-02-21,5078.77,1395795.66
Electronics,2025-03-04,1831.3,1397626.96
Electronics,2025-03-05,1809.62,1399436.57
Electronics,2025-04-03,1664.91,1401101.48
Electronics,2025-04-11,5942.15,1407043.63
Electronics,2025-04-15,9483.04,1416526.67
Electronics,2025-04-16,434.04,1416960.71
Electronics,2025-04-19,10537.78,1427498.49
Electronics,2025-04-29,5879.42,1433377.91
Electronics,2025-05-17,5707.22,1439085.14
Electronics,2025-05-25,8195.35,1447280.49
Electronics,2025-06-01,1711.1,1448991.59
Electronics,2025-06-02,11138.17,1460129.76
Electronics,2025-06-05,11021.68,1471151.44
Electronics,2025-06-12,11243.24,1482394.68
Electronics,2025-06-24,5835.13,1488229.8
Electronics,2025-07-05,7252.41,1495482.21
Electronics,2025-07-07,7758.37,1503240.58
Electronics,2025-07-14,240.36,1503480.94
Electronics,2025-07-18,3093.67,1506574.61
Electronics,2025-07-21,2304.75,1508879.36
Electronics,2025-07-25,2915.55,1511794.91
Electronics,2025-07-26,2149.02,1513943.92
Electronics,2025-07-31,2791.52,1516735.44
Electronics,2025-08-03,1843.23,1518578.67
Electronics,2025-08-04,9876.09,1528454.75
Electronics,2025-08-08,10939.47,1539394.23
Electronics,2025-08-09,9245.06,1548639.29
Electronics,2025-08-11,4365.76,1553005.05
Electronics,2025-08-15,3224.17,1556229.22
Electronics,2025-08-16,2683.23,1558912.45
Electronics,2025-08-23,7698.18,1566610.63
Electronics,2025-08-25,1253.86,1567864.5
Electronics,2025-08-28,711.74,1568576.23
Electronics,2025-09-01,5327.03,1573903.26
Electronics,2025-09-05,1789.97,1575693.23
Electronics,2025-09-12,4263.65,1579956.87
Electronics,2025-10-29,542.72,1580499.59
Electronics,2025-11-10,6507.8,1587007.4
Electronics,2025-11-15,2461.24,1589468.63
Electronics,2025-11-18,4774.75,1594243.38
Electronics,2025-12-01,20476.66,1614720.04
Electronics,2025-12-09,3627.7,1618347.74
Electronics,2025-12-11,480.99,1618828.73
Electronics,2025-12-14,3274.77,1622103.5
Electronics,2025-12-16,1925.17,1624028.67
Electronics,2025-12-29,1446.15,1625474.82
Electronics,2025-12-31,4818.52,1630293.34
Electronics,2026-01-12,3580.18,1633873.53
Electronics,2026-01-20,4009.88,1637883.4
Electronics,2026-01-21,5768.52,1643651.92
Electronics,2026-02-04,3552.11,1647204.03
Electronics,2026-02-21,445.3,1647649.33
Electronics,2026-03-07,12800.36,1660449.69
Electronics,2026-03-12,1586.52,1662036.21
Electronics,2026-03-21,5532.12,1667568.33
Electronics,2026-04-04,861.98,1668430.31
Electronics,2026-04-13,5506.2,1673936.51
Electronics,2026-04-23,140.78,1674077.29
Electronics,2026-04-24,9207.9,1683285.19
Electronics,2026-04-26,1229.89,1684515.09
Electronics,2026-04-28,11840.33,1696355.42
Electronics,2026-05-10,9558.14,1705913.56
Electronics,2026-05-16,4936.84,1710850.4
Electronics,2026-06-05,533.7,1711384.1
Electronics,2026-06-09,353.11,1711737.21
Electronics,2026-06-12,7996.53,1719733.75
Electronics,2026-06-16,9438.29,1729172.03
Electronics,2026-06-20,934.49,1730106.52
Electronics,2026-06-25,1625.0,1731731.52
Electronics,2026-06-26,2816.92,1734548.44
Electronics,2026-07-03,1085.11,1735633.56
Electronics,2026-07-17,5033.04,1740666.6
Electronics,2026-07-25,1857.27,1742523.87
Electronics,2026-07-26,9325.46,1751849.33
Electronics,2026-07-28,2369.33,1754218.66
Electronics,2026-08-02,2167.32,1756385.98
Electronics,2026-08-06,10734.64,1767120.62
Electronics,2026-08-10,195407.37,1962527.99
Furniture,2020-01-13,9483.26,9483.26
Furniture,2020-01-25,17228.48,26711.74
Furniture,2020-01-27,2371.24,29082.98
Furniture,2020-02-02,5227.4,34310.38
Furniture,2020-02-09,2166.17,36476.55
Furniture,2020-02-13,2216.92,38693.46
Furniture,2020-02-14,4944.09,43637.55
Furniture,2020-02-21,7436.83,51074.38
Furniture,2020-02-26,2826.61,53900.99
Furniture,2020-02-29,2446.41,56347.4
Furniture,2020-03-16,11207.69,67555.1
Furniture,2020-03-20,194.32,67749.42
Furniture,2020-05-10,3906.71,71656.12
Furniture,2020-05-14,1243.02,72899.14
Furniture,2020-05-15,5177.04,78076.18
Furniture,2020-05-18,9849.04,87925.22
Furniture,2020-05-20,9078.67,97003.9
Furniture,2020-05-21,3065.88,100069.78
Furniture,2020-05-26,6523.64,106593.42
Furniture,2020-05-28,5058.77,111652.18
Furniture,2020-06-22,1428.78,113080.96
Furniture,2020-06-23,1623.61,114704.57
Furniture,2020-07-13,3236.88,117941.45
Furniture,2020-07-15,9884.99,127826.45
Furniture,2020-07-30,958.97,128785.42
Furniture,2020-08-14,118.4,128903.82
Furniture,2020-08-16,1181.09,130084.92
Furniture,2020-10-02,1533.99,131618.91
Furniture,2020-10-09,925.86,132544.76
Furniture,2020-10-10,1305.6,133850.37
Furniture,2020-10-13,968.38,134818.75
Furniture,2020-11-17,572.08,135390.82
Furniture,2020-11-24,14596.45,149987.27
Furniture,2020-12-02,4258.02,154245.29
Furniture,2020-12-08,1230.23,155475.52
Furniture,2020-12-16,74.08,155549.6
Furniture,2020-12-21,10049.83,165599.44
Furniture,2020-12-25,7667.55,173266.99
Furniture,2020-12-30,8066.49,181333.47
Furniture,2021-01-02,5906.2,187239.67
Furniture,2021-01-03,388.97,187628.64
Furniture,2021-01-16,1524.66,189153.3
Furniture,2021-01-31,3484.78,192638.08
Furniture,2021-02-01,2871.53,195509.61
Furniture,2021-02-10,1317.01,196826.62
Furniture,2021-02-11,2704.88,199531.51
Furniture,2021-03-03,4954.02,204485.53
Furniture,2021-03-05,9092.62,213578.15
Furniture,2021-03-09,25385.69,238963.83
Furniture,2021-03-19,6013.91,244977.74
Furniture,2021-03-28,3893.5,248871.25
Furniture,2021-03-31,2235.75,251106.99
Furniture,2021-04-02,0.0,251106.99
Furniture,2021-04-08,13621.93,264728.92
Furniture,2021-04-13,3854.01,268582.93
Furniture,2021-04-14,9617.75,278200.68
Furniture,2021-04-17,5542.59,283743.28
Furniture,2021-04-21,747.35,284490.63
Furniture,2021-04-29,4109.75,288600.38
Furniture,2021-04-30,461.1,289061.48
Furniture,2021-05-01,967.14,290028.62
Furniture,2021-05-06,1334.24,291362.86
Furniture,2021-05-08,2973.04,294335.9
Furniture,2021-05-15,12284.36,306620.26
Furniture,2021-05-19,1233.25,307853.51
Furniture,2021-05-22,7723.63,315577.14
Furniture,2021-05-26,1558.56,317135.7
Furniture,2021-06-06,3530.97,320666.68
Furniture,2021-06-08,5525.46,326192.14
Furniture,2021-06-24,6643.44,332835.58
Furniture,2021-06-29,4707.65,337543.23
Furniture,2021-07-12,1978.87,339522.1
Furniture,2021-07-14,1488.33,341010.43
Furniture,2021-07-23,4674.72,345685.15
Furniture,2021-08-03,3523.69,349208.85
Furniture,2021-08-07,6447.62,355656.47
Furniture,2021-08-25,5366.7,361023.17
Furniture,2021-08-26,2320.62,363343.8
Furniture,2021-08-30,795.65,364139.45
Furniture,2021-09-08,2340.73,366480.18
Furniture,2021-09-09,4727.4,371207.58
Furniture,2021-09-16,17176.73,388384.31
Furniture,2021-09-19,12821.72,401206.03
Furniture,2021-09-21,6001.86,407207.89
Furniture,2021-09-27,1864.5,409072.39
Furniture,2021-09-30,1911.79,410984.18
Furniture,2021-10-18,2384.03,413368.2
Furniture,2021-10-19,7343.6,420711.81
Furniture,2021-10-21,1903.27,422615.08
Furniture,2021-11-22,145.73,422760.81
Furniture,2021-12-10,5680.43,428441.24
Furniture,2021-12-12,6041.34,434482.58
Furniture,2021-12-14,581.62,435064.19
Furniture,2021-12-18,10608.87,445673.07
Furniture,2021-12-24,6127.02,451800.09
Furniture,2021-12-25,3557.14,455357.23
Furniture,2022-01-05,1675.79,457033.02
Furniture,2022-01-06,4396.55,461429.57
Furniture,2022-01-12,9347.87,470777.44
Furniture,2022-01-19,3166.15,473943.59
Furniture,2022-01-24,6700.62,480644.21
Furniture,2022-02-02,16390.57,497034.77
Furniture,2022-02-22,6902.15,503936.92
Furniture,2022-03-03,671.0,504607.92
Furniture,2022-03-10,6467.15,511075.07
Furniture,2022-03-11,9549.22,520624.29
Furniture,2022-03-19,583.94,521208.22
Furniture,2022-03-29,311.84,521520.06
Furniture,2022-04-01,8052.37,529572.43
Furniture,2022-04-09,8060.23,537632.65
Furniture,2022-04-12,6092.04,543724.69
Furniture,2022-04-25,4102.22,547826.91
Furniture,2022-04-26,1080.98,548907.89
Furniture,2022-04-27,1733.11,550641.0
Furniture,2022-05-08,479.7,551120.71
Furniture,2022-05-09,2128.07,553248.78
Furniture,2022-05-12,179.05,553427.83
Furniture,2022-05-16,14146.09,567573.92
Furniture,2022-05-19,6086.57,573660.5
Furniture,2022-05-23,13311.35,586971.85
Furniture,2022-05-25,5490.49,592462.33
Furniture,2022-06-22,4810.65,597272.98
Furniture,2022-06-24,1590.26,598863.24
Furniture,2022-06-30,475.81,599339.06
Furniture,2022-07-10,920.4,600259.46
Furniture,2022-07-12,1220.51,601479.97
Furniture,2022-07-19,5009.01,606488.98
Furniture,2022-07-25,2903.49,609392.46
Furniture,2022-07-27,2211.13,611603.59
Furniture,2022-07-30,6437.86,618041.45
Furniture,2022-08-24,1272.66,619314.11
Furniture,2022-08-30,748.71,620062.82
Furniture,2022-08-31,8220.16,628282.98
Furniture,2022-09-08,12213.24,640496.23
Furniture,2022-09-14,5362.78,645859.01
Furniture,2022-09-16,1457.14,647316.14
Furniture,2022-10-06,10409.41,657725.55
Furniture,2022-10-12,4802.21,662527.76
Furniture,2022-10-17,12429.97,674957.73
Furniture,2022-10-21,3951.91,678909.64
Furniture,2022-11-06,8522.19,687431.83
Furniture,2022-11-07,353.33,687785.16
Furniture,2022-11-08,5188.07,692973.23
Furniture,2022-11-17,8752.81,701726.04
Furniture,2022-11-18,5768.03,707494.07
Furniture,2022-11-21,1381.0,708875.07
Furniture,2022-11-27,3577.67,712452.74
Furniture,2022-12-02,10601.82,723054.56
Furniture,2022-12-09,9788.24,732842.8
Furniture,2022-12-14,3055.2,735898.01
Furniture,2022-12-15,2192.16,738090.17
Furniture,2022-12-16,1956.06,740046.23
Furniture,2022-12-18,5255.44,745301.67
Furniture,2022-12-24,7629.61,752931.28
Furniture,2023-01-06,1497.51,754428.8
Furniture,2023-01-17,3348.2,757776.99
Furniture,2023-01-28,3369.99,761146.98
Furniture,2023-02-22,7689.06,768836.04
Furniture,2023-02-23,8973.95,777809.99
Furniture,2023-03-01,528.94,778338.93
Furniture,2023-03-08,4041.3,782380.23
Furniture,2023-03-12,1233.0,783613.23
Furniture,2023-03-19,3001.68,786614.91
Furniture,2023-03-20,3590.17,790205.08
Furniture,2023-04-02,6048.68,796253.76
Furniture,2023-04-04,9750.95,806004.72
Furniture,2023-04-05,3035.9,809040.62
Furniture,2023-04-06,4423.69,813464.3
Furniture,2023-04-07,1018.34,814482.64
Furniture,2023-05-10,11784.59,826267.24
Furniture,2023-05-13,1357.52,827624.76
Furniture,2023-05-17,4059.25,831684.01
Furniture,2023-06-06,5857.11,837541.12
Furniture,2023-06-08,4602.74,842143.86
Furniture,2023-06-09,3585.55,845729.41
Furniture,2023-07-04,8800.57,854529.98
Furniture,2023-07-05,5501.87,860031.85
Furniture,2023-07-18,6502.31,866534.15
Furniture,2023-07-28,15731.9,882266.05
Furniture,2023-08-01,7160.32,889426.38
Furniture,2023-08-11,6103.23,895529.6
Furniture,2023-08-30,1783.45,897313.05
Furniture,2023-09-07,6681.25,903994.3
Furniture,2023-09-22,3014.36,907008.65
Furniture,2023-09-27,10021.4,917030.06
Furniture,2023-10-05,1275.12,918305.18
Furniture,2023-10-10,10593.9,928899.07
Furniture,2023-10-19,5874.11,934773.18
Furniture,2023-10-26,3630.16,938403.35
Furniture,2023-10-31,4932.13,943335.48
Furniture,2023-11-05,1934.22,945269.7
Furniture,2023-11-24,4541.61,949811.31
Furniture,2023-12-22,2148.03,951959.34
Furniture,2023-12-25,14590.39,966549.72
Furniture,2023-12-30,2979.1,969528.83
Furniture,2024-01-05,2652.98,972181.81
Furniture,2024-01-18,4206.26,976388.07
Furniture,2024-01-19,15040.34,991428.4
Furniture,2024-01-21,4787.12,996215.52
Furniture,2024-01-27,1926.11,998141.63
Furniture,2024-02-02,10597.51,1008739.14
Furniture,2024-02-04,5863.59,1014602.72
Furniture,2024-02-05,411.73,1015014.46
Furniture,2024-02-13,5640.69,1020655.14
Furniture,2024-02-21,590.69,1021245.84
Furniture,2024-02-22,5252.3,1026498.14
Furniture,2024-02-28,9827.03,1036325.17
Furniture,2024-03-22,2595.84,1038921.01
Furniture,2024-03-25,6802.62,1045723.62
Furniture,2024-03-28,7955.86,1053679.49
Furniture,2024-03-30,7449.49,1061128.98
Furniture,2024-04-09,3930.78,1065059.76
Furniture,2024-04-25,2416.49,1067476.25
Furniture,2024-05-01,5660.82,1073137.07
Furniture,2024-05-27,9751.26,1082888.33
Furniture,2024-05-28,1423.65,1084311.98
Furniture,2024-06-03,5882.31,1090194.29
Furniture,2024-06-04,9141.42,1099335.71
Furniture,2024-06-13,7104.01,1106439.72
Furniture,2024-06-20,3993.08,1110432.79
Furniture,2024-07-02,2379.77,1112812.56
Furniture,2024-07-05,1632.23,1114444.79
Furniture,2024-07-30,13662.26,1128107.05
Furniture,2024-08-23,5148.64,1133255.68
Furniture,2024-09-10,5794.94,1139050.63
Furniture,2024-09-18,6118.67,1145169.3
Furniture,2024-09-21,8802.82,1153972.12
Furniture,2024-09-23,4741.34,1158713.45
Furniture,2024-09-27,7680.25,1166393.7
Furniture,2024-09-28,8328.55,1174722.26
Furniture,2024-10-03,276.55,1174998.8
Furniture,2024-10-05,6792.47,1181791.28
Furniture,2024-10-08,210.44,1182001.72
Furniture,2024-10-12,1326.95,1183328.66
Furniture,2024-10-14,2802.73,1186131.39
Furniture,2024-10-15,379.95,1186511.35
Furniture,2024-10-16,3495.72,1190007.07
Furniture,2024-10-24,10286.29,1200293.36
Furniture,2024-10-29,7935.59,1208228.95
Furniture,2024-11-03,5152.29,1213381.24
Furniture,2024-11-12,2545.2,1215926.44
Furniture,2024-11-15,15127.7,1231054.14
Furniture,2024-11-21,7622.68,1238676.82
Furniture,2024-11-27,5688.48,1244365.3
Furniture,2024-11-28,1476.78,1245842.08
Furniture,2024-12-24,6400.31,1252242.39
Furniture,2024-12-27,543.78,1252786.18
Furniture,2024-12-31,5193.35,1257979.53
Furniture,2025-01-03,3872.37,1261851.9
Furniture,2025-01-19,425.68,1262277.57
Furniture,2025-01-24,823.73,1263101.3
Furniture,2025-01-31,7441.07,1270542.37
Furniture,2025-02-05,14621.88,1285164.25
Furniture,2025-02-06,4410.87,1289575.13
Furniture,2025-02-10,1086.32,1290661.45
Furniture,2025-02-14,12577.54,1303238.99
Furniture,2025-02-25,3289.31,1306528.3
Furniture,2025-03-05,4036.31,1310564.61
Furniture,2025-03-06,1950.09,1312514.7
Furniture,2025-03-10,3092.61,1315607.31
Furniture,2025-03-19,3554.26,1319161.57
Furniture,2025-04-03,12552.24,1331713.81
Furniture,2025-04-07,1242.22,1332956.03
Furniture,2025-04-18,2321.85,1335277.88
Furniture,2025-04-21,787.57,1336065.45
Furniture,2025-05-01,2489.52,1338554.97
Furniture,2025-05-03,4499.81,1343054.78
Furniture,2025-05-06,11745.53,1354800.31
Furniture,2025-05-16,19238.19,1374038.5
Furniture,2025-05-17,1713.75,1375752.25
Furniture,2025-05-29,1486.74,1377238.99
Furniture,2025-06-02,9432.02,1386671.01
Furniture,2025-07-05,4460.23,1391131.24
Furniture,2025-07-07,2388.26,1393519.5
Furniture,2025-07-14,5029.99,1398549.48
Furniture,2025-07-21,5966.65,1404516.13
Furniture,2025-08-03,4134.71,1408650.84
Furniture,2025-08-08,3975.67,1412626.51
Furniture,2025-08-11,1217.41,1413843.92
Furniture,2025-08-14,1722.22,1415566.14
Furniture,2025-08-16,1004.57,1416570.71
Furniture,2025-08-19,3480.53,1420051.23
Furniture,2025-08-21,5546.04,1425597.27
Furniture,2025-08-26,544.57,1426141.84
Furniture,2025-08-28,679.05,1426820.89
Furniture,2025-09-01,814.59,1427635.48
Furniture,2025-09-13,4424.38,1432059.87
Furniture,2025-09-25,2305.35,1434365.22
Furniture,2025-10-06,6613.61,1440978.82
Furniture,2025-10-09,8148.71,1449127.54
Furniture,2025-10-29,90.18,1449217.72
Furniture,2025-11-04,20727.42,1469945.13
Furniture,2025-11-05,654.25,1470599.38
Furniture,2025-11-07,7051.43,1477650.81
Furniture,2025-11-16,4489.25,1482140.06
Furniture,2025-11-28,6648.08,1488788.14
Furniture,2025-12-14,11608.31,1500396.45
Furniture,2025-12-16,198.64,1500595.09
Furniture,2025-12-29,5481.66,1506076.75
Furniture,2025-12-30,2732.72,1508809.47
Furniture,2026-01-01,5626.97,1514436.44
Furniture,2026-01-14,7438.17,1521874.61
Furniture,2026-01-20,143.7,1522018.3
Furniture,2026-01-28,4568.4,1526586.7
Furniture,2026-02-02,7618.6,1534205.3
Furniture,2026-02-04,4081.04,1538286.34
Furniture,2026-02-11,2950.08,1541236.43
Furniture,2026-02-15,1964.72,1543201.14
Furniture,2026-02-21,696.77,1543897.91
Furniture,2026-02-26,7246.97,1551144.88
Furniture,2026-03-07,4363.02,1555507.9
Furniture,2026-03-14,4004.78,1559512.68
Furniture,2026-04-02,12637.66,1572150.34
Furniture,2026-04-04,511.54,1572661.88
Furniture,2026-04-13,864.76,1573526.64
Furniture,2026-04-23,937.44,1574464.08
Furniture,2026-04-28,15263.98,1589728.05
Furniture,2026-05-16,3680.61,1593408.66
Furniture,2026-05-26,10732.09,1604140.75
Furniture,2026-06-10,5029.15,1609169.9
Furniture,2026-06-15,4148.86,1613318.76
Furniture,2026-06-16,1522.03,1614840.78
Furniture,2026-06-18,1128.25,1615969.04
Furniture,2026-06-20,14160.86,1630129.9
Furniture,2026-06-24,848.36,1630978.26
Furniture,2026-07-15,13072.1,1644050.35
Furniture,2026-07-17,4088.31,1648138.66
Furniture,2026-07-28,283.76,1648422.42
Furniture,2026-08-03,872.22,1649294.64
Furniture,2026-08-06,5171.64,1654466.27
Furniture,2026-08-10,171304.73,1825771.0
Home,2020-01-04,12964.37,12964.37
Home,2020-01-11,2594.47,15558.84
Home,2020-01-27,4643.82,20202.66
Home,2020-01-29,3591.94,23794.61
Home,2020-02-02,1689.61,25484.22
Home,2020-02-21,1112.01,26596.23
Home,2020-03-14,5274.89,31871.13
Home,2020-03-17,3547.08,35418.2
Home,2020-04-03,1097.65,36515.85
Home,2020-04-08,8259.9,44775.76
Home,2020-04-26,6856.02,51631.77
Home,2020-05-10,5290.04,56921.81
Home,2020-05-26,9331.6,66253.41
Home,2020-05-28,9071.21,75324.62
Home,2020-06-01,3763.99,79088.61
Home,2020-06-07,7787.83,86876.44
Home,2020-07-03,362.39,87238.83
Home,2020-07-17,1861.16,89099.99
Home,2020-07-23,1610.01,90710.0
Home,2020-07-27,13513.43,104223.43
Home,2020-07-31,887.36,105110.79
Home,2020-08-14,1847.86,106958.65
Home,2020-08-16,3930.26,110888.91
Home,2020-09-12,16970.87,127859.78
Home,2020-10-08,24777.42,152637.2
Home,2020-10-09,4365.39,157002.59
Home,2020-10-11,5330.46,162333.05
Home,2020-10-13,1909.58,164242.63
Home,2020-10-21,723.83,164966.46
Home,2020-11-06,751.38,165717.84
Home,2020-11-13,3671.86,169389.7
Home,2020-12-01,470.02,169859.73
Home,2020-12-21,7518.09,177377.82
Home,2020-12-25,2364.99,179742.81
Home,2020-12-30,9153.34,188896.15
Home,2021-01-03,4547.64,193443.78
Home,2021-01-22,2256.63,195700.41
Home,2021-01-28,1814.69,197515.1
Home,2021-02-01,9332.27,206847.37
Home,2021-02-03,3165.19,210012.56
Home,2021-02-12,1543.58,211556.13
Home,2021-02-17,6803.42,218359.56
Home,2021-02-21,3878.49,222238.04
Home,2021-03-03,155.18,222393.22
Home,2021-03-06,2865.28,225258.5
Home,2021-03-09,645.89,225904.39
Home,2021-03-16,4345.73,230250.12
Home,2021-03-19,3023.16,233273.28
Home,2021-03-21,140.77,233414.05
Home,2021-04-02,4937.41,238351.46
Home,2021-04-21,1707.98,240059.45
Home,2021-05-02,1073.51,241132.96
Home,2021-05-20,14654.86,255787.82
Home,2021-05-26,1723.4,257511.21
Home,2021-06-05,847.17,258358.38
Home,2021-06-12,6659.43,265017.81
Home,2021-06-18,3284.01,268301.82
Home,2021-06-21,201.43,268503.24
Home,2021-06-23,8844.22,277347.46
Home,2021-07-22,10406.25,287753.71
Home,2021-07-30,9963.33,297717.04
Home,2021-08-04,552.08,298269.12
Home,2021-08-05,1478.53,299747.64
Home,2021-08-08,8522.35,308270.0
Home,2021-08-09,8563.62,316833.62
Home,2021-08-12,6192.37,323025.98
Home,2021-08-19,8921.04,331947.03
Home,2021-08-24,1639.57,333586.6
Home,2021-08-25,1522.52,335109.12
Home,2021-08-26,3703.26,338812.38
Home,2021-09-02,9617.96,348430.34
Home,2021-09-16,1552.76,349983.1
Home,2021-09-21,1755.41,351738.51
Home,2021-09-23,0.0,351738.51
Home,2021-09-24,14658.7,366397.21
Home,2021-10-03,451.73,366848.94
Home,2021-10-22,3728.69,370577.64
Home,2021-10-30,2655.7,373233.34
Home,2021-11-01,7948.86,381182.19
Home,2021-11-21,827.74,382009.93
Home,2021-12-23,2978.23,384988.16
Home,2022-01-09,1309.33,386297.49
Home,2022-01-12,537.66,386835.16
Home,2022-01-23,2493.81,389328.97
Home,2022-02-02,7562.93,396891.9
Home,2022-02-06,3998.75,400890.65
Home,2022-02-22,6107.34,406997.99
Home,2022-03-03,7722.48,414720.47
Home,2022-03-19,6965.11,421685.57
Home,2022-04-01,4591.56,426277.13
Home,2022-04-09,2368.61,428645.73
Home,2022-04-11,3346.15,431991.88
Home,2022-04-12,2583.44,434575.32
Home,2022-04-27,978.29,435553.61
Home,2022-05-11,9374.3,444927.91
Home,2022-05-12,14368.86,459296.77
Home,2022-05-16,8396.0,467692.77
Home,2022-06-02,636.43,468329.2
Home,2022-06-06,2066.31,470395.51
Home,2022-06-10,1882.98,472278.5
Home,2022-06-15,2925.19,475203.69
Home,2022-06-24,1623.38,476827.07
Home,2022-06-26,4582.81,481409.88
Home,2022-07-19,566.81,481976.7
Home,2022-07-24,11567.54,493544.23
Home,2022-07-28,3704.98,497249.22
Home,2022-07-29,2020.99,499270.21
Home,2022-08-07,1050.48,500320.68
Home,2022-08-20,2304.38,502625.07
Home,2022-08-24,5303.8,507928.87
Home,2022-08-30,870.5,508799.37
Home,2022-09-04,659.4,509458.77
Home,2022-09-08,6294.19,515752.96
Home,2022-09-16,13128.44,528881.4
Home,2022-10-12,7916.91,536798.31
Home,2022-10-17,9827.23,546625.54
Home,2022-11-07,5892.68,552518.22
Home,2022-11-17,10226.02,562744.24
Home,2022-12-05,2952.9,565697.15
Home,2022-12-14,5667.46,571364.6
Home,2022-12-15,2287.82,573652.42
Home,2022-12-16,1797.22,575449.64
Home,2022-12-19,5714.84,581164.48
Home,2023-01-06,1664.18,582828.66
Home,2023-01-09,13506.84,596335.5
Home,2023-01-13,8813.07,605148.57
Home,2023-01-16,6385.43,611534.0
Home,2023-01-17,215.27,611749.26
Home,2023-01-24,1913.18,613662.44
Home,2023-02-17,2207.34,615869.78
Home,2023-02-20,3263.4,619133.19
Home,2023-02-22,4945.12,624078.31
Home,2023-02-23,1601.62,625679.93
Home,2023-03-03,5837.57,631517.5
Home,2023-03-19,127.96,631645.46
Home,2023-03-30,8174.31,639819.77
Home,2023-04-02,14416.16,654235.93
Home,2023-04-04,1788.26,656024.19
Home,2023-04-05,1128.45,657152.63
Home,2023-04-06,1723.88,658876.52
Home,2023-04-07,1247.26,660123.77
Home,2023-04-14,2556.69,662680.46
Home,2023-04-30,2173.4,664853.86
Home,2023-05-12,3528.64,668382.5
Home,2023-06-02,6965.69,675348.19
Home,2023-06-06,385.31,675733.5
Home,2023-06-09,6481.5,682215.0
Home,2023-06-12,85.83,682300.84
Home,2023-06-13,3097.54,685398.37
Home,2023-06-16,5730.97,691129.35
Home,2023-06-17,2548.52,693677.87
Home,2023-07-04,310.08,693987.94
Home,2023-07-17,9865.98,703853.92
Home,2023-07-18,6325.66,710179.58
Home,2023-07-28,19222.47,729402.05
Home,2023-08-02,629.46,730031.51
Home,2023-08-07,2933.58,732965.09
Home,2023-08-16,3128.43,736093.52
Home,2023-08-18,2105.62,738199.14
Home,2023-09-15,343.45,738542.59
Home,2023-09-22,1343.2,739885.79
Home,2023-09-26,4274.27,744160.05
Home,2023-09-28,1392.42,745552.47
Home,2023-10-05,5788.18,751340.65
Home,2023-10-07,3036.54,754377.19
Home,2023-10-16,1515.25,755892.44
Home,2023-10-17,8166.51,764058.95
Home,2023-10-25,7106.86,771165.81
Home,2023-10-31,3457.47,774623.29
Home,2023-11-24,749.37,775372.65
Home,2023-11-25,1679.75,777052.41
Home,2023-11-30,891.18,777943.59
Home,2023-12-04,4866.44,782810.02
Home,2023-12-18,600.21,783410.23
Home,2023-12-21,1266.35,784676.58
Home,2023-12-22,14353.64,799030.22
Home,2024-01-05,3570.44,802600.66
Home,2024-01-10,5516.62,808117.27
Home,2024-01-24,3101.91,811219.18
Home,2024-01-27,4544.53,815763.71
Home,2024-02-06,620.97,816384.68
Home,2024-02-08,8482.6,824867.27
Home,2024-02-13,7163.16,832030.43
Home,2024-02-14,3096.07,835126.51
Home,2024-02-15,1401.18,836527.69
Home,2024-02-21,4943.83,841471.52
Home,2024-02-22,1279.26,842750.78
Home,2024-02-24,3391.75,846142.53
Home,2024-02-28,5892.88,852035.41
Home,2024-03-10,5568.36,857603.77
Home,2024-03-16,2216.62,859820.39
Home,2024-03-22,15723.89,875544.28
Home,2024-03-30,5919.86,881464.14
Home,2024-04-10,7543.03,889007.16
Home,2024-04-15,743.1,889750.27
Home,2024-04-17,3308.4,893058.67
Home,2024-04-25,4028.85,897087.52
Home,2024-05-17,7260.91,904348.43
Home,2024-05-20,9593.87,913942.3
Home,2024-05-24,2096.33,916038.63
Home,2024-05-27,3398.48,919437.11
Home,2024-05-28,15571.62,935008.73
Home,2024-06-04,2403.99,937412.72
